Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type_x,First Seen,Last Seen,Duration,Text_x,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,Type,URL_to_use,Creative Type_y,Text_y,Download Status,Audio Status,File Path,Audio Path,Text File,transcription,objects_detected,people_detected,text_detected,overall_description,processing_status,ad_category,primary_cta,value_proposition,target_audience,focus_vs_other,SUPPORT FOR WORKING MOMS,EMOTIONAL SUPPORT & WELLNESS,AUTHENTIC COMMUNITY & PEER VALIDATION,MEDICAL ENDORSEMENT & CLINICAL TRUST,EVERYDAY PRACTICALITY,PORTABILITY & DISCREET DESIGN,PRICE VS VALUE,TOTAL_CATEGORIES,HAS_MARKETING_THEME,MARKETING_THEMES
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,887008700,430,639,Image,23/04/2025,01/05/2025,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/gp/oxo-tot-bottle-brush-with-stand/22578/1005339,https://s3.amazonaws.com/YM_Ads/-7614893046995484575.png,,Other,Reels,Direct,Facebook,5772.36,866318,Image,https://s3.amazonaws.com/YM_Ads/-7614893046995484575.png,Image,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_988.jpg,,creative_380_text.txt,,"Objects:
Two OXO Tot Bottle Brushes with stands in sage color are visible.","People:
None detected.","Text:
- ""Babylist Sponsored""
- ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Materr ...""
- ""Register for OXO Tot Bottle Brush with Stand in Sage""
- ""babylist.com""
- ""Learn More""","Overall scene:
The overall scene is a product advertisement featuring baby bottle brushes, suggesting items that can be added to a baby registry.",Success,"Ad Category/Product Type:
Baby Registry Services","Primary Call-to-Action:
Learn More","Value Proposition:
Ability to register for any desired item, including specific products like the OXO Tot Bottle Brush.","Target Audience:
Expectant parents or individuals creating a baby registry",other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,699038770,360,566,Image,20/09/2024,14/10/2024,0,"Real parents, real stories. Babylist has helped countless families prepare for their baby’s arrival with ease. Sign up today for access to checklists, a universal registry, expert guides, and more!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/7211494926327780932.png,,Other,Reels,Direct,Facebook,296.42,40896,Image,https://s3.amazonaws.com/YM_Ads/7211494926327780932.png,Image,"Real parents, real stories. Babylist has helped countless families prepare for their baby’s arrival with ease. Sign up today for access to checklists, a universal registry, expert guides, and more!",success,skipped,media_DME_Provider/images/creative_989.jpg,,creative_381_text.txt,,"Objects:
- Baby carrier
- Stuffed animal (dog)
- Bookshelf with various items including books and toys","People:
- One person is visible, holding a stuffed animal in a baby carrier.","Text:
- ""Babylist Baby Registry""
- ""Real parents, real stories. Babylist has helped countless families prepare for their baby's arrival with ease. Sign up today for access to checklists, a universal registry, expert guides, and more!""
- ""I have LOVED using Babylist!! I feel like I'm virtually nesting! - Asher A.""
- ""The Best Baby Registry""
- ""Learn More""","Overall scene:
The scene appears to be set in a cozy home environment, likely in a living room or nursery area. The purpose of the image is to promote the use of the Babylist baby registry service by showing a parent using it and expressing satisfaction.",Success,"Ad Category/Product Type:
Baby registry service","Primary Call-to-Action:
Learn More","Value Proposition:
Access to checklists, a universal registry, expert guides, and more; ease of preparing for baby's arrival.","Target Audience:
Expectant parents or new parents looking for baby registry services and resources to help them prepare for their baby's arrival.",other,False,True,True,False,False,False,False,2,True,EMOTIONAL SUPPORT & WELLNESS; AUTHENTIC COMMUNITY & PEER VALIDATION
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,887008700,430,639,Image,23/04/2025,01/05/2025,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/gp/oxo-tot-bottle-brush-with-stand/22578/1005339,https://s3.amazonaws.com/YM_Ads/-7614893046995484575.png,,Other,Other,Direct,Facebook,581.74,87307,Image,https://s3.amazonaws.com/YM_Ads/-7614893046995484575.png,Image,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_990.jpg,,creative_380_text.txt,,"Objects:
- Two OXO Tot Bottle Brushes with stands in Sage color are visible.","People:
- None detected.","Text:
- ""Babylist"" logo and ""Sponsored"" label at the top.
- Promotional text: ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Materr... see more""
- Product description: ""Register for OXO Tot Bottle Brush with Stand in Sage""
- Call-to-action button: ""Learn More""","Overall scene:
- The overall scene is a clean, minimalistic product advertisement featuring two bottle brushes against a white background.",Success,"Ad Category/Product Type:
- Baby Registry Service","Primary Call-to-Action:
- Learn More","Value Proposition:
- Flexibility to register for a wide variety of items from different sources.","Target Audience:
- Expecting parents or individuals looking to create a baby registry.",other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,734838758,430,917,Video,23/11/2024,23/12/2024,15,This 4-in-1 travel system is luxe for less than $400.,https://www.babylist.com/hello-baby/joie-ginger-rue-travel-system-video-review,https://s3.amazonaws.com/YM_Ads/3506071715467180842.png,,Other,Feed,Direct,Facebook,2300.18,285381,Image,https://s3.amazonaws.com/YM_Ads/3506071715467180842.png,Video,This 4-in-1 travel system is luxe for less than $400.,success,skipped,media_DME_Provider/images/creative_991.jpg,,creative_382_text.txt,,"Objects:
- A black 4-in-1 travel system (likely a car seat) is visible in the image.","People:
- There is a partial view of a person holding the travel system. The person appears to be wearing a black top and olive green pants, but their face is not visible.","Text:
- ""Babylist"" logo and branding are visible at the top.
- The text ""This 4-in-1 travel system is luxe for less than $400."" is present.
- At the bottom, there is text that reads ""Review: Joie Ginger & Rue"".
- The button with the text ""Learn More"" is also visible.","Overall scene:
- The setting appears to be outdoors, possibly in a park or garden area with green grass and a paved path.
- The purpose seems to be showcasing or reviewing the 4-in-1 travel system.",Success,"Ad Category/Product Type:
- This ad falls under the category of Baby Products/Travel Systems.","Primary Call-to-Action:
- The specific action the ad wants users to take is to ""Learn More"".","Value Proposition:
- The main benefit being highlighted is that the 4-in-1 travel system offers luxury for less than $400.","Target Audience:
- Based on imagery and messaging, the ad targets parents or caregivers looking for baby travel systems that offer good value for money.",other,False,False,False,False,True,True,True,3,True,EVERYDAY PRACTICALITY; PORTABILITY & DISCREET DESIGN; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,598898451,360,540,Text,02/05/2024,02/05/2024,0,  We unboxed a whole year of KiwiCo Panda Crates to show you *everything* inside.,https://m.facebook.com/babylist?__tn__=C-R,https://s3.amazonaws.com/YM_Ads/3659630913736607371.png,https://www.facebook.com/7205645932894204,Other,Feed,Direct,Facebook,291.7,38950,Image,https://s3.amazonaws.com/YM_Ads/3659630913736607371.png,Text,  We unboxed a whole year of KiwiCo Panda Crates to show you *everything* inside.,success,skipped,media_DME_Provider/images/creative_992.jpg,,creative_383_text.txt,,"Objects:
- KiwiCo Panda Crate
- Babylist logo","People:
None detected.","Text:
- ""We unboxed a whole year of KiwiCo Panda Crates to show you *everything* inside.""
- ""Video Review: KiwiCo Panda Crate""
- ""babylist""
- ""BABYLIST.COM""
- ""Video: Inside KiwiCo Panda Crate""
- ""Age-based play for babies 0-36 months""
- ""LEARN MORE""","Overall scene:
The overall scene appears to be an advertisement or social media post from Babylist showcasing a video review of the KiwiCo Panda Crate, which is a product designed for babies. The setting includes elements related to baby products and unboxing.",Success,"Ad Category/Product Type:
Café/Retail (specifically baby products)","Primary Call-to-Action:
Learn More","Value Proposition:
The main benefit being highlighted is the detailed unboxing and review of the KiwiCo Panda Crate, which provides age-based play for babies 0-36 months.","Target Audience:
Consumers, specifically parents or caregivers of young children aged 0-36 months.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,734838758,430,917,Video,23/11/2024,23/12/2024,15,This 4-in-1 travel system is luxe for less than $400.,https://www.babylist.com/hello-baby/joie-ginger-rue-travel-system-video-review,https://s3.amazonaws.com/YM_Ads/3506071715467180842.png,,Other,Reels,Direct,Facebook,2573.23,322463,Image,https://s3.amazonaws.com/YM_Ads/3506071715467180842.png,Video,This 4-in-1 travel system is luxe for less than $400.,success,skipped,media_DME_Provider/images/creative_993.jpg,,creative_382_text.txt,,"Objects:
- A black 4-in-1 travel system (likely a car seat) is visible in the image.","People:
- There is a partial view of a person holding the travel system. The person appears to be wearing a black top and olive green pants, but their face is not visible.","Text:
- ""Babylist"" logo and branding are visible at the top.
- The text ""This 4-in-1 travel system is luxe for less than $400."" is present.
- At the bottom, there is text that reads ""Review: Joie Ginger & Rue"".
- The button with the text ""Learn More"" is also visible.","Overall scene:
- The setting appears to be outdoors, possibly in a park or garden area with green grass and a paved path.
- The purpose seems to be showcasing or reviewing the 4-in-1 travel system.",Success,"Ad Category/Product Type:
- This ad falls under the category of Baby Products/Travel Systems.","Primary Call-to-Action:
- The specific action the ad wants users to take is to ""Learn More"".","Value Proposition:
- The main benefit being highlighted is that the 4-in-1 travel system offers luxury for less than $400.","Target Audience:
- Based on imagery and messaging, the ad targets parents or caregivers looking for baby travel systems that offer good value for money.",other,False,False,False,False,True,True,True,3,True,EVERYDAY PRACTICALITY; PORTABILITY & DISCREET DESIGN; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,778240726,430,475,Image,10/01/2025,14/01/2025,0,"Spotting during your pregnancy can make you worry, but here's what to know about it.",https://www.babylist.com/hello-baby/spotting-during-pregnancy,https://s3.amazonaws.com/YM_Ads/5108589591780645902.png,,Other,Feed,Direct,Facebook,1231.23,170380,Image,https://s3.amazonaws.com/YM_Ads/5108589591780645902.png,Image,"Spotting during your pregnancy can make you worry, but here's what to know about it.",success,skipped,media_DME_Provider/images/creative_994.jpg,,creative_384_text.txt,,"Objects:
- Sofa with pillows
- Coffee table with a plant and other items
- Rug on the floor","People:
- One person is visible in the image, a pregnant woman sitting on a chair or stool. She is wearing a gray tank top and black pants.","Text:
- ""Babylist Sponsored""
- ""Spotting during your pregnancy can make you worry, but here's what to know about it.""
- ""babylist.com Spotting During Pregnancy: What Is and Isn’t Normal?""
- ""Learn more""","Overall scene:
The overall scene appears to be a cozy living room setting with modern furniture and decor. The focus is on the pregnant woman, suggesting an intimate and personal environment.",Success,"Ad Category/Product Type:
This advertisement is related to pregnancy information services provided by Babylist.","Primary Call-to-Action:
The specific action the ad wants users to take is to ""Learn more.""","Value Proposition:
The main benefit being highlighted is providing information about spotting during pregnancy, specifically what is normal and what isn't.","Target Audience:
Based on imagery and messaging, the ad targets pregnant women or individuals who are expecting a baby and may have concerns about their pregnancy health.",other,False,True,False,True,False,False,False,2,True,EMOTIONAL SUPPORT & WELLNESS; MEDICAL ENDORSEMENT & CLINICAL TRUST
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,794499527,430,520,Carousel,09/02/2025,09/02/2025,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-1265373236678073247.png,,Other,Feed,Direct,Facebook,22556.96,3121456,Image,https://s3.amazonaws.com/YM_Ads/-1265373236678073247.png,Carousel,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_995.jpg,,creative_385_text.txt,,"Objects:
- A baby bassinet is visible in the image.","People:
- None detected.","Text:
- ""Babylist Sponsored""
- ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Materr ... see more""
- ""WHAT YOUR BABY ACTUALLY NEEDS""
- ""Register for anything from anywhere with Babylist""
- ""The Best Baby Registry""
- ""Learn More""","Overall scene:
- The overall scene appears to be an advertisement for a baby registry service, showcasing a product (baby bassinet) and emphasizing the flexibility of registering for various items.",Success,"Ad Category/Product Type:
- Baby Registry Service","Primary Call-to-Action:
- Learn More","Value Proposition:
- The ability to register for anything from anywhere with Babylist.","Target Audience:
- Expectant parents or individuals looking to create a baby registry.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,778240726,430,475,Image,10/01/2025,14/01/2025,0,"Spotting during your pregnancy can make you worry, but here's what to know about it.",https://www.babylist.com/hello-baby/spotting-during-pregnancy,https://s3.amazonaws.com/YM_Ads/5108589591780645902.png,,Other,Reels,Direct,Facebook,314.92,43579,Image,https://s3.amazonaws.com/YM_Ads/5108589591780645902.png,Image,"Spotting during your pregnancy can make you worry, but here's what to know about it.",success,skipped,media_DME_Provider/images/creative_996.jpg,,creative_384_text.txt,,"Objects:
- Sofa with pillows
- Coffee table with a plant and other items
- Rug on the floor","People:
- One person is visible in the image, a pregnant woman sitting on a chair or stool. She is wearing a gray tank top and black pants.","Text:
- ""Babylist Sponsored""
- ""Spotting during your pregnancy can make you worry, but here's what to know about it.""
- ""babylist.com Spotting During Pregnancy: What Is and Isn’t Normal?""
- ""Learn more""","Overall scene:
The overall scene appears to be a cozy living room setting with modern furniture and decor. The focus is on the pregnant woman, suggesting an intimate and personal environment.",Success,"Ad Category/Product Type:
This advertisement is related to pregnancy information services provided by Babylist.","Primary Call-to-Action:
The specific action the ad wants users to take is to ""Learn more.""","Value Proposition:
The main benefit being highlighted is providing information about spotting during pregnancy, specifically what is normal and what isn't.","Target Audience:
Based on imagery and messaging, the ad targets pregnant women or individuals who are expecting a baby and may have concerns about their pregnancy health.",other,False,True,False,False,False,False,False,1,True,EMOTIONAL SUPPORT & WELLNESS
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,800107664,430,732,Image,19/02/2025,01/03/2025,0,"Exclusively at Babylist, try 4 premium prenatal brands in one box and find the perfect fit for you and your baby. Experience variety like never before!",,https://s3.amazonaws.com/YM_Ads/-5986555304346274405.png,,Other,Feed,Direct,Facebook,793.63,109825,Image,https://s3.amazonaws.com/YM_Ads/-5986555304346274405.png,Image,"Exclusively at Babylist, try 4 premium prenatal brands in one box and find the perfect fit for you and your baby. Experience variety like never before!",success,skipped,media_DME_Provider/images/creative_997.jpg,,creative_386_text.txt,,"Objects:
- A box labeled ""PRENATAL VITAMIN BOX""
- Packets of prenatal vitamins from various brands (Nature Made, Pink Stork, etc.)
- A bottle of prenatal vitamins
- Individual packets of vitamins","People:
None detected","Text:
- ""Exclusively at Babylist, try 4 premium prenatal brands in one box and find the perfect fit for you and your baby. Experience variety like never before!""
- ""CHOOSE YOUR FAVORITE""
- ""ONLY AT""
- ""PRENATAL VITAMIN BOX""
- Brand names on vitamin packets (e.g., Nature Made)
- ""babylist"" logo
- Call-to-action button text: ""Learn More""","Overall scene:
The overall scene is a promotional advertisement for a prenatal vitamin sample box available exclusively at Babylist. The setting is clean and minimalistic with a focus on the product offerings.",Success,"Ad Category/Product Type:
Prenatal Vitamins/Health Supplements","Primary Call-to-Action:
Learn More","Value Proposition:
Experience variety by trying 4 premium prenatal brands in one box to find the perfect fit for you and your baby.","Target Audience:
Expectant mothers or women planning to become pregnant who are looking for prenatal vitamins.",other,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,928601152,375,586,Other,01/05/2025,28/06/2025,0,"With Tempo, a new heat & eat delivery option, you can have balanced, prepared meals ready to eat in just minutes.",,,,Other,Feed,Direct,Facebook,1361.75,204371,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,806429397,430,746,Image,26/02/2025,03/03/2025,0,No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby  #newparent #babyregistry #babylist,,https://s3.amazonaws.com/YM_Ads/7445829022908945032.png,,Other,Feed,Direct,Facebook,1666.48,230612,Image,https://s3.amazonaws.com/YM_Ads/7445829022908945032.png,Image,No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby  #newparent #babyregistry #babylist,success,skipped,media_DME_Provider/images/creative_999.jpg,,creative_387_text.txt,,"Objects:
None detected.","People:
None detected.","Text:
- ""Babylist Sponsored""
- ""No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby 📝""
- ""What should I add to my baby registry?""
- ""I'm glad you asked 🙌""
- ""Create a Baby Registry | Sign Up for Babylist""
- ""Learn more""","Overall scene:
The overall scene is a digital advertisement from Babylist, promoting their service of helping users create a baby registry through an interactive checklist. The ad uses text messages and voice memo imagery to convey the ease and convenience of using their service.",Success,"Ad Category/Product Type:
Café/Retail (specifically focused on baby registry services).","Primary Call-to-Action:
""Learn more""","Value Proposition:
The main benefit highlighted is the convenience of using an interactive checklist to build a baby registry with everything needed for the baby, eliminating the need for lengthy voice memos or extensive research.","Target Audience:
Consumers, specifically expecting parents or individuals looking to create a baby registry.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,928601152,375,586,Other,01/05/2025,28/06/2025,0,"With Tempo, a new heat & eat delivery option, you can have balanced, prepared meals ready to eat in just minutes.",,,,Other,Reels,Direct,Facebook,1072.24,160923,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,806429397,430,746,Image,26/02/2025,03/03/2025,0,No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby  #newparent #babyregistry #babylist,,https://s3.amazonaws.com/YM_Ads/7445829022908945032.png,,Other,Reels,Direct,Facebook,1405.43,194487,Image,https://s3.amazonaws.com/YM_Ads/7445829022908945032.png,Image,No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby  #newparent #babyregistry #babylist,success,skipped,media_DME_Provider/images/creative_1001.jpg,,creative_387_text.txt,,"Objects:
None detected.","People:
None detected.","Text:
- ""Babylist Sponsored""
- ""No need for a long voice memo. We did the research for you! Our interactive checklist helps you build a registry with everything you actually need for baby 📝""
- ""What should I add to my baby registry?""
- ""I'm glad you asked 🙌""
- ""Create a Baby Registry | Sign Up for Babylist""
- ""Learn more""","Overall scene:
The overall scene is a digital advertisement from Babylist, promoting their service of helping users create a baby registry through an interactive checklist. The ad uses text messages and voice memo imagery to convey the ease and convenience of using their service.",Success,"Ad Category/Product Type:
Café/Retail (specifically focused on baby registry services).","Primary Call-to-Action:
""Learn more""","Value Proposition:
The main benefit highlighted is the convenience of using an interactive checklist to build a baby registry with everything needed for the baby, eliminating the need for lengthy voice memos or extensive research.","Target Audience:
Consumers, specifically expecting parents or individuals looking to create a baby registry.",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,669755616,360,877,Video,26/07/2024,30/07/2024,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-3606033043100682479.png,,Other,Feed,Direct,Facebook,51159.36,7058224,Image,https://s3.amazonaws.com/YM_Ads/-3606033043100682479.png,Video,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_1002.jpg,,creative_388_text.txt,,"Objects:
- Baby car seat
- House
- Baby stroller","People:
None detected","Text:
- ""Babylist""
- ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!""
- ""Register for anything""
- ""GET STARTED""
- ""Prepare for Baby with Babylist""
- ""Learn More""","Overall scene:
The overall scene is an advertisement for a baby registry service provided by Babylist. The setting includes images of items typically associated with preparing for a new baby, such as a car seat, house, and stroller.",Success,"Ad Category/Product Type:
Baby Registry Service","Primary Call-to-Action:
""Learn More""","Value Proposition:
The main benefit highlighted is the ability to register for any item or fund needed for maternity and baby care through Babylist.","Target Audience:
Expecting parents or individuals preparing for a new baby",other,False,False,False,False,False,False,False,0,False,NONE
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,818106398,430,952,Video,18/03/2025,12/04/2025,15,Loading kids in the car just got easier with this rotating convertible car seat by Graco.,,https://s3.amazonaws.com/YM_Ads/-6282837634154006995.png,,Other,Feed,Direct,Facebook,5260.32,750644,Image,https://s3.amazonaws.com/YM_Ads/-6282837634154006995.png,Video,Loading kids in the car just got easier with this rotating convertible car seat by Graco.,success,skipped,media_DME_Provider/images/creative_1003.jpg,,creative_389_text.txt,,"Objects:
The image shows a rotating convertible car seat by Graco installed in the backseat of a vehicle. There are various labels and instructions visible on the car seat.","People:
There is one person partially visible in the image, specifically their hand and wrist, which appears to be adjusting or demonstrating the car seat's rotation feature.","Text:
Visible text includes:
- ""Loading kids in the car just got easier with this rotating convertible car seat by Graco.""
- Labels on the car seat such as ""FORWARD-FACING INSTALL OPTIONS"" and various installation instructions.
- Branding for Babylist at the top left corner.
- The website URL: www.babylist.com
- Product name: EasyTurn 360 Convertible Car Seat
- Call-to-action button: Learn more","Overall scene:
The overall scene is set inside a vehicle, focusing on demonstrating how easy it is to load children into the car using the rotating feature of the Graco convertible car seat. The purpose is to showcase the convenience and functionality of this product.",Success,"Ad Category/Product Type:
This advertisement falls under the category of Baby Products/Car Seats.","Primary Call-to-Action:
The specific action that users are encouraged to take is ""Learn more.""","Value Proposition:
The main benefit being highlighted is ease of use, specifically making it easier to load kids into a car with this rotating convertible car seat.","Target Audience:
Based on imagery and messaging, the ad targets parents or guardians who are looking for convenient and safe solutions for transporting their children in vehicles.",other,False,False,False,False,True,False,False,1,True,EVERYDAY PRACTICALITY
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,669755616,360,877,Video,26/07/2024,30/07/2024,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-3606033043100682479.png,,Other,Reels,Direct,Facebook,11006.7,1518546,Image,https://s3.amazonaws.com/YM_Ads/-3606033043100682479.png,Video,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_1004.jpg,,creative_388_text.txt,,"Objects:
- Baby car seat
- House
- Baby stroller","People:
None detected","Text:
- ""Babylist""
- ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Lactation cookies from Amazon? Moccasins from Etsy? Maternity Leave Cash Fund? Check, check, and check.""
- ""Start your registry now!""
- ""Register for anything""
- ""GET STARTED""
- ""Prepare for Baby with Babylist""
- ""Learn More""","Overall scene:
The overall scene is an advertisement for a baby registry service provided by Babylist. The setting includes images of items typically associated with preparing for a new baby, such as a car seat, house, and stroller.",Success,"Ad Category/Product Type:
Baby Registry Service","Primary Call-to-Action:
""Learn More""","Value Proposition:
The main benefit highlighted is the ability to register for a wide variety of items from different sources (Amazon, Etsy) and even financial support (Maternity Leave Cash Fund).","Target Audience:
Expectant parents or individuals preparing for the arrival of a baby",other,False,False,False,False,False,False,False,0,False,NONE
